annotation_id,participant_id,dialogue_id,is_gold_standard,is_prolific_user,accuracy,novelty,interaction_adequacy,explainability,cui_adaptability,cui_understanding,cui_response_quality,cui_attentiveness,perceived_ease_of_use,perceived_usefulness,user_control,transparency,cui_humanness,cui_rapport,trust_confidence,satisfaction,intention_to_use,intention_to_purchase,time_spent,timestamp
805,P092,dialogue_3776,0,1,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,2,2,99.0,2026-01-03 20:58:21.389695
806,P071,dialogue_17721,0,1,3,2,3,3,4,4,3,4,5,3,4,3,4,3,3,3,3,2,79.0,2026-01-03 20:58:23.808899
807,P094,dialogue_3320,0,1,4,3,4,3,4,4,5,5,5,4,4,4,4,4,4,4,4,4,101.0,2026-01-03 20:58:25.404975
808,P065,dialogue_4671,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,87.0,2026-01-03 20:58:26.404988
809,P086,GOLD_001,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,110.0,2026-01-03 20:58:28.732430
810,P074,GOLD_001,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,179.0,2026-01-03 20:58:28.766460
811,P093,dialogue_12262,0,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,171.0,2026-01-03 20:58:29.734628
812,P103,dialogue_12262,0,1,3,5,4,2,3,3,3,2,3,3,2,2,1,3,2,2,2,2,156.0,2026-01-03 20:58:42.881327
813,P082,GOLD_002,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,71.0,2026-01-03 20:59:06.530671
814,P110,dialogue_9693,0,1,4,5,5,4,5,5,5,5,4,4,5,4,4,4,4,5,5,5,123.0,2026-01-03 20:59:07.717518
815,P069,dialogue_19647,0,1,5,4,4,3,4,4,5,5,4,4,4,4,4,2,3,4,4,2,123.0,2026-01-03 20:59:10.038760
816,P102,dialogue_16323,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,57.0,2026-01-03 20:59:14.387567
817,P079,dialogue_5692,0,1,4,4,2,1,2,3,3,2,2,3,1,3,2,2,3,2,2,2,123.0,2026-01-03 20:59:15.419489
818,P090,dialogue_7200,0,1,4,4,4,3,3,4,5,5,3,4,3,4,3,3,4,4,3,3,140.0,2026-01-03 20:59:15.592601
819,P081,dialogue_14610,0,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,87.0,2026-01-03 20:59:22.496369
820,P114,dialogue_3669,0,1,5,4,5,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,167.0,2026-01-03 20:59:23.243708
821,P104,dialogue_11418,0,1,2,2,2,2,1,1,2,3,2,2,2,2,4,2,2,2,1,1,148.0,2026-01-03 20:59:23.719915
822,P115,dialogue_13400,0,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,78.0,2026-01-03 20:59:25.266412
823,P071,dialogue_2516,0,1,3,1,2,2,3,3,2,3,5,2,3,2,3,3,1,1,1,1,61.0,2026-01-03 20:59:25.278643
824,P108,dialogue_18505,0,1,4,2,4,2,2,3,4,4,4,3,4,3,3,3,3,3,3,3,85.0,2026-01-03 20:59:26.467632
825,P105,dialogue_3669,0,1,4,3,4,3,4,4,5,4,4,4,4,4,3,3,4,4,3,4,158.0,2026-01-03 20:59:37.501158
826,P087,dialogue_3615,0,1,3,2,2,3,1,2,1,2,3,3,2,3,2,2,3,3,2,2,196.0,2026-01-03 20:59:39.793602
827,P113,dialogue_17185,0,1,2,3,4,2,3,3,3,3,3,3,3,2,4,3,3,3,3,2,189.0,2026-01-03 20:59:54.912893
828,P092,dialogue_11418,0,1,4,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,95.0,2026-01-03 20:59:57.031149
829,P106,dialogue_16223,0,1,3,3,4,2,2,5,3,5,4,4,5,3,4,3,3,4,3,3,112.0,2026-01-03 21:00:03.406398
830,P076,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,172.0,2026-01-03 21:00:10.814007
831,P102,dialogue_13611,0,1,2,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,60.0,2026-01-03 21:00:14.573804
832,P071,dialogue_7613,0,1,3,3,3,4,3,5,3,4,5,3,4,3,4,4,3,4,3,3,53.0,2026-01-03 21:00:18.303053
833,P110,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,73.0,2026-01-03 21:00:20.923069
834,P098,dialogue_10855,0,1,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,169.0,2026-01-03 21:00:24.516281
835,P082,dialogue_16874,0,1,3,3,4,2,2,2,2,2,1,2,3,1,3,1,2,1,1,1,80.0,2026-01-03 21:00:26.799630
836,P108,dialogue_15955,0,1,4,2,4,2,2,3,3,2,4,3,3,3,3,2,3,3,3,2,62.0,2026-01-03 21:00:29.077800
837,P084,dialogue_14610,0,1,1,2,3,2,1,1,2,1,1,1,3,1,3,2,1,1,1,1,167.0,2026-01-03 21:00:29.557106
838,P093,dialogue_19043,0,1,3,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,126.0,2026-01-03 21:00:36.166772
840,P090,dialogue_16472,0,1,4,4,3,2,2,3,3,3,4,4,4,4,3,3,4,4,4,4,96.0,2026-01-03 21:00:51.646989
841,P086,dialogue_19043,0,1,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,2,146.0,2026-01-03 21:00:54.874048
842,P115,dialogue_10197,0,1,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,90.0,2026-01-03 21:00:55.648612
843,P094,dialogue_11916,0,1,3,3,4,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,157.0,2026-01-03 21:01:02.781254
844,P103,dialogue_6833,0,1,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,144.0,2026-01-03 21:01:08.448927
845,P102,dialogue_16362,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,55.0,2026-01-03 21:01:09.733700
846,P104,dialogue_2796,0,1,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,115.0,2026-01-03 21:01:18.616934
847,P069,dialogue_8424,0,1,5,4,4,2,3,4,5,4,4,5,4,5,5,2,3,4,4,3,130.0,2026-01-03 21:01:20.422431
848,P071,dialogue_4136,0,1,1,5,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,65.0,2026-01-03 21:01:23.377545
849,P074,dialogue_2512,0,1,3,3,3,4,3,4,3,4,4,4,4,4,5,3,4,4,4,3,179.0,2026-01-03 21:01:28.259889
850,P093,dialogue_7988,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,53.0,2026-01-03 21:01:29.386345
851,P079,dialogue_12375,0,1,1,2,1,1,1,1,3,1,1,2,2,1,2,2,1,1,1,1,138.0,2026-01-03 21:01:33.488895
852,P070,dialogue_12056,0,1,3,4,4,2,3,4,3,3,5,2,3,4,5,4,4,4,3,4,659.0,2026-01-03 21:01:39.423658
853,P082,dialogue_10197,0,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,73.0,2026-01-03 21:01:39.670925
854,P106,dialogue_14589,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98.0,2026-01-03 21:01:41.900231
855,P108,dialogue_10284,0,1,4,2,4,2,3,3,3,3,4,3,3,3,4,3,3,3,3,3,77.0,2026-01-03 21:01:47.101032
780,P080,dialogue_5665,0,1,5,1,4,3,4,5,5,5,4,5,4,4,4,3,4,5,2,4,111.0,2026-01-03 21:01:51.255575
856,P087,dialogue_17721,0,1,4,3,4,3,4,5,4,5,4,4,4,4,5,5,4,4,5,4,146.0,2026-01-03 21:02:05.738281
857,P111,dialogue_11418,0,1,3,1,2,1,1,1,4,2,2,1,3,2,4,3,2,1,2,1,239.0,2026-01-03 21:02:08.444473
858,P115,dialogue_1050,0,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,75.0,2026-01-03 21:02:11.255717
859,P071,dialogue_4759,0,1,4,2,4,4,4,5,5,5,5,4,5,4,3,4,4,5,4,3,60.0,2026-01-03 21:02:23.638737
860,P101,dialogue_14552,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,261.0,2026-01-03 21:02:23.949893
861,P082,dialogue_2368,0,1,4,3,4,3,4,4,5,4,3,4,4,4,5,4,4,4,4,4,49.0,2026-01-03 21:02:29.370868
862,P090,dialogue_8556,0,1,4,2,3,3,3,5,5,5,4,5,5,5,4,3,4,5,4,4,103.0,2026-01-03 21:02:34.930578
863,P094,dialogue_16362,0,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,97.0,2026-01-03 21:02:40.994150
864,P104,dialogue_15301,0,1,4,4,4,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,83.0,2026-01-03 21:02:41.731066
865,P114,dialogue_15903,0,1,3,3,3,2,3,3,3,3,2,3,2,2,3,3,3,3,3,3,201.0,2026-01-03 21:02:45.232994
866,P103,dialogue_7988,0,1,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,96.0,2026-01-03 21:02:45.742219
867,P078,dialogue_14396,0,1,4,5,3,5,4,4,4,5,5,5,5,5,5,4,5,4,4,5,309.0,2026-01-03 21:02:45.988808
868,P110,dialogue_1960,0,1,2,1,4,3,3,3,4,4,2,2,2,2,3,2,2,2,2,2,159.0,2026-01-03 21:03:00.422104
869,P098,dialogue_3776,0,1,3,2,2,4,3,4,4,3,3,3,3,4,3,3,3,4,3,4,161.0,2026-01-03 21:03:06.193259
870,P086,dialogue_6163,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,135.0,2026-01-03 21:03:10.289815
872,P115,dialogue_13381,0,1,4,3,4,4,5,5,4,4,4,4,5,5,5,5,4,4,4,4,69.0,2026-01-03 21:03:20.666696
873,P076,dialogue_18994,0,1,2,3,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,192.0,2026-01-03 21:03:22.636639
874,P113,dialogue_4377,0,1,3,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,1,212.0,2026-01-03 21:03:27.623139
875,P079,dialogue_16131,0,1,5,4,5,3,5,5,5,5,5,5,4,5,5,5,5,5,4,4,118.0,2026-01-03 21:03:31.380771
876,P074,dialogue_7525,0,1,4,4,4,5,4,4,4,5,4,5,4,4,4,3,4,4,4,3,129.0,2026-01-03 21:03:37.770136
877,P084,dialogue_5109,0,1,4,3,4,5,4,4,4,5,4,4,5,4,5,3,4,4,4,2,190.0,2026-01-03 21:03:40.464132
878,P080,dialogue_9527,0,1,3,1,3,1,2,2,5,3,2,3,2,2,1,1,2,3,1,2,118.0,2026-01-03 21:03:49.896078
879,P106,dialogue_5473,0,1,4,3,5,5,4,4,5,5,5,5,5,4,5,3,4,4,3,3,129.0,2026-01-03 21:03:50.702792
880,P090,dialogue_2496,0,1,5,5,5,5,5,4,5,5,4,5,5,5,4,4,5,5,4,4,77.0,2026-01-03 21:03:52.476422
881,P087,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,115.0,2026-01-03 21:04:01.316392
882,P069,dialogue_14947,0,1,3,3,4,2,2,2,2,2,4,2,4,2,2,1,2,2,1,1,166.0,2026-01-03 21:04:06.932328
883,P103,dialogue_15903,0,1,4,3,5,2,3,3,5,5,4,3,3,2,2,3,3,2,3,2,100.0,2026-01-03 21:04:26.981311
884,P118,dialogue_7120,0,1,2,2,4,1,1,2,2,3,2,1,3,3,3,2,2,1,1,1,199.0,2026-01-03 21:04:31.447189
886,P111,dialogue_6527,0,1,5,3,5,5,4,5,5,5,4,5,5,4,5,3,4,5,4,4,148.0,2026-01-03 21:04:36.951270
887,P105,dialogue_5473,0,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,1,300.0,2026-01-03 21:04:42.152010
888,P110,dialogue_7535,0,1,5,4,5,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,103.0,2026-01-03 21:04:43.652083
889,P115,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,84.0,2026-01-03 21:04:45.322565
890,P071,GOLD_001,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,150.0,2026-01-03 21:04:53.750721
891,P114,dialogue_16131,0,1,4,4,4,3,3,3,4,3,4,4,4,4,5,4,3,4,4,4,141.0,2026-01-03 21:05:06.348845
893,P074,dialogue_3232,0,1,5,4,4,4,4,5,5,5,5,5,4,4,4,3,5,5,5,3,91.0,2026-01-03 21:05:08.505736
894,P104,dialogue_4995,0,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,148.0,2026-01-03 21:05:10.043920
895,P076,dialogue_9527,0,1,2,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,109.0,2026-01-03 21:05:12.010813
896,P086,dialogue_2512,0,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,129.0,2026-01-03 21:05:19.258672
897,P079,dialogue_14500,0,1,5,4,5,4,5,5,5,5,5,5,3,5,5,4,5,5,4,4,113.0,2026-01-03 21:05:24.530297
898,P070,GOLD_001,1,1,1,3,2,1,1,1,2,2,1,1,1,1,3,2,1,1,1,2,242.0,2026-01-03 21:05:42.685755
899,P071,dialogue_14926,0,1,4,1,4,3,4,5,5,4,4,3,4,4,4,4,4,3,3,3,62.0,2026-01-03 21:05:56.116936
900,P069,dialogue_13242,0,1,4,3,4,2,3,4,3,4,3,4,4,3,3,2,2,3,2,2,110.0,2026-01-03 21:05:57.149739
901,P119,dialogue_5473,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,109.0,2026-01-03 21:05:59.245239
902,P115,dialogue_668,0,1,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,74.0,2026-01-03 21:05:59.418415
903,P118,dialogue_14214,0,1,4,3,4,1,3,4,4,4,4,4,4,4,3,3,4,4,3,3,101.0,2026-01-03 21:06:13.381035
904,P080,dialogue_5819,0,1,3,2,1,1,1,2,5,2,1,2,1,1,1,1,1,1,1,1,145.0,2026-01-03 21:06:14.914321
905,P110,dialogue_16091,0,1,4,3,5,3,4,5,5,5,5,4,4,4,4,4,4,4,4,4,95.0,2026-01-03 21:06:18.354408
906,P113,dialogue_19783,0,1,4,2,3,2,3,4,4,3,3,3,4,3,4,3,3,3,3,3,179.0,2026-01-03 21:06:28.249080
907,P081,dialogue_16091,0,1,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,435.0,2026-01-03 21:06:37.494661
908,P114,GOLD_001,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,92.0,2026-01-03 21:06:39.002465
909,P084,dialogue_3625,0,1,4,5,4,3,4,4,5,4,5,4,3,4,4,3,4,4,4,1,191.0,2026-01-03 21:06:51.627317
911,P115,dialogue_12752,0,1,3,4,3,4,3,3,4,3,3,4,4,4,4,3,4,4,3,3,78.0,2026-01-03 21:07:17.230550
912,P076,dialogue_4136,0,1,1,1,2,1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,148.0,2026-01-03 21:07:39.807794
913,P071,dialogue_6641,0,1,2,1,2,2,2,2,3,3,4,3,3,2,2,2,2,2,1,1,105.0,2026-01-03 21:07:41.574124
914,P119,dialogue_6079,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,106.0,2026-01-03 21:07:45.934423
915,P078,GOLD_002,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,304.0,2026-01-03 21:07:50.109516
916,P111,dialogue_3659,0,1,3,1,4,4,3,4,5,5,3,3,3,4,4,4,4,2,3,2,217.0,2026-01-03 21:08:14.348045
918,P110,dialogue_9224,0,1,4,3,5,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,124.0,2026-01-03 21:08:23.055603
919,P118,dialogue_19783,0,1,3,2,4,2,3,3,3,3,3,2,3,3,3,3,3,2,2,2,132.0,2026-01-03 21:08:25.952282
920,P087,dialogue_2516,0,1,4,3,4,3,3,3,3,3,3,4,3,2,3,4,3,4,4,4,266.0,2026-01-03 21:08:27.744139
921,P115,dialogue_561,0,1,3,2,3,1,2,3,3,3,2,2,3,2,2,3,3,3,3,3,77.0,2026-01-03 21:08:34.498974
922,P071,dialogue_18505,0,1,3,2,2,1,2,2,2,3,3,2,2,3,2,2,2,2,1,1,67.0,2026-01-03 21:08:48.369519
923,P114,dialogue_3220,0,1,5,5,4,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,138.0,2026-01-03 21:08:57.546531
924,P080,dialogue_12249,0,1,3,1,3,4,4,3,5,5,3,3,2,3,4,3,3,4,3,4,164.0,2026-01-03 21:08:59.459007
925,P121,dialogue_6163,0,1,4,4,3,3,3,4,3,4,4,4,4,3,4,4,3,3,3,3,145.0,2026-01-03 21:09:05.084873
926,P119,dialogue_7246,0,1,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,85.0,2026-01-03 21:09:11.686545
927,P070,dialogue_8424,0,1,4,4,5,4,5,4,4,5,4,5,4,4,5,5,4,4,4,5,211.0,2026-01-03 21:09:14.519693
928,P113,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,166.0,2026-01-03 21:09:14.886020
929,P084,dialogue_5766,0,1,3,3,5,2,4,3,4,4,4,4,3,4,4,4,4,4,4,1,166.0,2026-01-03 21:09:37.769324
931,P105,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,308.0,2026-01-03 21:09:57.615357
932,P111,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105.0,2026-01-03 21:09:59.775736
933,P118,dialogue_18650,0,1,3,4,4,2,3,3,3,3,4,3,3,4,2,3,3,3,3,3,114.0,2026-01-03 21:10:21.267609
934,P122,dialogue_5943,0,1,4,3,3,4,4,4,5,5,4,5,4,4,5,4,4,5,5,4,235.0,2026-01-03 21:10:35.436837
935,P114,dialogue_19387,0,1,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120.0,2026-01-03 21:10:58.368040
936,P080,dialogue_14214,0,1,5,2,4,3,4,3,5,5,5,5,4,5,3,3,4,5,3,4,121.0,2026-01-03 21:11:00.316354
937,P121,dialogue_16620,0,1,3,3,3,3,3,2,3,3,3,3,3,2,4,3,3,3,3,2,120.0,2026-01-03 21:11:05.384967
938,P123,dialogue_19647,0,1,4,4,5,2,3,3,4,4,3,4,3,3,4,3,3,4,3,4,197.0,2026-01-03 21:11:07.161035
939,P119,dialogue_6641,0,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,116.0,2026-01-03 21:11:08.546425
941,P078,dialogue_3220,0,1,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,205.0,2026-01-03 21:11:15.005215
942,P070,dialogue_5819,0,1,4,3,4,4,5,4,4,4,5,4,3,4,5,5,4,5,4,5,130.0,2026-01-03 21:11:25.727524
943,P122,dialogue_1050,0,1,3,4,4,4,3,3,3,4,4,4,3,3,3,4,4,3,4,3,53.0,2026-01-03 21:11:28.761138
944,P122,dialogue_8568,0,1,4,5,4,4,4,4,3,4,4,5,4,5,4,4,5,4,4,5,37.0,2026-01-03 21:12:06.210763
945,P087,dialogue_17768,0,1,2,4,3,3,2,3,3,2,3,4,3,3,2,3,3,3,2,2,224.0,2026-01-03 21:12:11.850447
947,P080,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91.0,2026-01-03 21:12:31.085607
948,P121,dialogue_4759,0,1,4,4,5,4,5,5,4,5,4,4,4,4,5,4,5,5,4,4,87.0,2026-01-03 21:12:33.362278
949,P119,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86.0,2026-01-03 21:12:34.917431
950,P118,dialogue_5473,0,1,2,2,4,2,2,2,1,2,2,1,3,2,3,2,2,1,2,1,134.0,2026-01-03 21:12:36.202439
951,P122,dialogue_12086,0,1,4,4,3,4,5,4,4,5,4,5,5,4,4,5,4,5,4,5,31.0,2026-01-03 21:12:37.505653
952,P078,dialogue_3776,0,1,3,4,4,4,3,3,3,4,4,3,4,4,4,4,3,4,3,4,83.0,2026-01-03 21:12:38.170024
953,P125,dialogue_11432,0,1,3,2,5,2,3,3,4,5,3,2,3,2,4,4,3,2,3,2,228.0,2026-01-03 21:12:45.190243
954,P113,dialogue_5109,0,1,3,2,4,3,3,3,4,3,3,3,3,2,4,3,3,3,3,2,212.0,2026-01-03 21:12:47.496921
955,P105,dialogue_13524,0,1,4,4,4,3,4,4,5,4,4,5,4,4,5,4,4,4,4,4,192.0,2026-01-03 21:13:12.405454
956,P114,dialogue_4759,0,1,5,4,5,3,4,5,5,5,5,5,5,5,4,4,5,5,5,4,134.0,2026-01-03 21:13:13.331127
957,P123,dialogue_10093,0,1,3,3,3,2,2,3,3,1,3,3,2,3,2,2,2,3,2,2,135.0,2026-01-03 21:13:22.316951
958,P118,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.0,2026-01-03 21:13:25.747696
959,P111,dialogue_6079,0,1,5,3,5,4,4,5,5,5,4,4,5,5,4,3,4,4,5,4,212.0,2026-01-03 21:13:31.656254
960,P078,dialogue_18853,0,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,56.0,2026-01-03 21:13:33.733645
961,P122,dialogue_8022,0,1,3,2,3,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,59.0,2026-01-03 21:13:36.691447
962,P070,dialogue_13950,0,1,4,3,4,3,3,4,4,3,4,4,2,2,4,4,3,4,4,4,140.0,2026-01-03 21:13:45.881334
964,P121,dialogue_18039,0,1,4,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,89.0,2026-01-03 21:14:03.342160
965,P119,dialogue_11025,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,94.0,2026-01-03 21:14:09.163191
966,P122,GOLD_001,1,1,3,3,4,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,49.0,2026-01-03 21:14:26.330652
967,P080,dialogue_17667,0,1,5,4,5,3,4,5,5,5,5,5,5,4,3,3,5,5,3,5,138.0,2026-01-03 21:14:49.246158
968,P122,dialogue_2995,0,1,4,5,4,4,3,4,4,5,4,4,3,3,4,4,4,5,4,4,34.0,2026-01-03 21:15:00.489909
969,P120,dialogue_6641,0,1,2,1,3,3,3,3,2,4,2,2,3,3,4,3,2,2,2,2,551.0,2026-01-03 21:15:02.424362
970,P114,dialogue_6939,0,1,5,5,4,3,5,5,5,5,5,5,4,5,4,4,5,5,5,4,117.0,2026-01-03 21:15:10.906290
971,P125,dialogue_7246,0,1,4,3,5,2,4,3,4,4,4,4,3,3,4,4,3,3,3,3,148.0,2026-01-03 21:15:14.221359
972,P119,dialogue_2995,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,75.0,2026-01-03 21:15:24.724825
973,P118,dialogue_13524,0,1,2,2,3,3,2,2,2,3,3,2,3,3,3,2,2,1,2,2,122.0,2026-01-03 21:15:28.716414
974,P087,dialogue_10284,0,1,4,4,3,3,4,4,5,4,4,4,3,4,5,5,4,3,4,4,197.0,2026-01-03 21:15:28.881612
975,P122,dialogue_15482,0,1,4,3,3,4,4,3,4,4,4,3,4,4,4,5,4,5,4,4,31.0,2026-01-03 21:15:31.754255
977,P111,dialogue_2496,0,1,5,4,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4,5,139.0,2026-01-03 21:15:51.123313
978,P121,dialogue_4817,0,1,3,4,4,4,5,5,3,4,4,4,4,4,5,5,4,4,3,3,114.0,2026-01-03 21:15:57.662714
979,P123,dialogue_2405,0,1,4,4,3,4,3,4,4,4,4,4,5,4,4,5,4,4,4,5,159.0,2026-01-03 21:16:01.199914
980,P122,dialogue_18650,0,1,4,3,4,4,4,5,5,4,4,4,5,4,4,5,4,5,4,5,30.0,2026-01-03 21:16:02.292682
981,P070,dialogue_5694,0,1,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,5,4,4,155.0,2026-01-03 21:16:21.876948
982,P122,dialogue_14500,0,1,4,3,3,4,4,3,4,4,4,3,4,4,4,3,4,5,4,5,31.0,2026-01-03 21:16:33.935776
983,P113,dialogue_17721,0,1,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,243.0,2026-01-03 21:16:51.025679
984,P105,dialogue_9325,0,1,5,3,3,4,4,4,5,5,4,4,4,4,3,4,4,4,4,4,217.0,2026-01-03 21:16:53.207672
985,P119,dialogue_14500,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,107.0,2026-01-03 21:17:12.239357
986,P118,dialogue_9224,0,1,3,3,4,2,3,4,4,3,4,4,4,4,3,3,4,4,3,3,135.0,2026-01-03 21:17:44.474596
987,P080,dialogue_14552,0,1,3,1,2,1,2,3,5,3,3,3,2,4,2,1,3,3,1,4,183.0,2026-01-03 21:17:52.125638
988,P121,dialogue_15955,0,1,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,2,2,2,116.0,2026-01-03 21:17:54.473029
990,P125,dialogue_7196,0,1,2,2,4,1,2,2,1,2,2,2,3,2,4,3,2,2,3,3,198.0,2026-01-03 21:18:32.265294
991,P123,dialogue_6641,0,1,3,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,152.0,2026-01-03 21:18:33.516005
992,P070,dialogue_1711,0,1,4,5,5,4,5,4,5,4,4,4,5,4,5,5,4,5,4,4,131.0,2026-01-03 21:18:34.480952
993,P111,dialogue_7551,0,1,2,4,4,2,2,2,3,3,2,3,2,1,3,2,2,3,1,1,180.0,2026-01-03 21:18:51.673780
994,P121,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65.0,2026-01-03 21:18:59.885601
995,P114,dialogue_2512,0,1,4,3,4,3,4,3,5,4,4,3,4,4,5,3,4,4,3,3,235.0,2026-01-03 21:19:06.699260
997,P080,dialogue_6163,0,1,4,3,3,1,3,4,5,4,3,4,3,4,2,1,3,4,3,3,101.0,2026-01-03 21:19:33.578586
998,P119,dialogue_13735,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,143.0,2026-01-03 21:19:35.770598
999,P105,dialogue_2767,0,1,4,3,4,3,4,4,4,4,5,5,4,4,4,5,4,3,3,3,165.0,2026-01-03 21:19:42.422745
1000,P118,dialogue_5350,0,1,2,2,4,3,2,2,2,3,3,2,3,2,3,2,2,2,2,2,136.0,2026-01-03 21:20:01.398759
1002,P126,dialogue_13611,0,1,4,2,3,1,1,3,1,2,1,3,2,1,2,3,2,2,1,3,230.0,2026-01-03 21:20:08.419315
1003,P121,dialogue_2393,0,1,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,69.0,2026-01-03 21:20:08.681424
1004,P119,dialogue_11022,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,51.0,2026-01-03 21:20:26.602334
1005,P113,dialogue_3776,0,1,4,3,3,3,3,4,4,3,3,4,3,3,4,3,3,4,3,3,235.0,2026-01-03 21:20:46.694867
1006,P111,dialogue_2796,0,1,4,3,4,2,3,4,4,5,4,4,4,4,5,3,4,4,4,3,124.0,2026-01-03 21:20:55.846753
